id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
67,2019-09-27 19:23:18.696751,,,,,,f,,{},participant,6e96fd217b89184a75b835b948a7828f,mturk,67,3WSELTNVR5Q54VU4SZUR0HC7QQBATD,67:3WSELTNVR5Q54VU4SZUR0HC7QQBATD,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:29:53.495689,1,0.12,approved
69,2019-09-27 19:29:42.266207,,,,,,f,,{},participant,7834f16df8203e1ec1565dc70b0aaa58,mturk,69,3G5W44VEU967B3HKKQ89VC0E58XGKP,69:3G5W44VEU967B3HKKQ89VC0E58XGKP,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:30:29.548638,,,returned
72,2019-09-27 19:36:37.475526,,,,,,f,,{},participant,98d8aedd7b99265fbca1a0ee987b3bac,mturk,72,3G5W44VEU967B3HKKQ89VC0E58XGKP,72:3G5W44VEU967B3HKKQ89VC0E58XGKP,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:39:25.408992,1,0.04,did_not_attend
76,2019-09-27 20:04:48.099037,,,,,,f,,{},participant,56250234f1365279b2f52bc12ce8d233,mturk,76,3I3WADAZ9SSSLXDF1MHBYWQYZ55O5D,76:3I3WADAZ9SSSLXDF1MHBYWQYZ55O5D,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:16:55.968992,,,abandoned
77,2019-09-27 20:16:06.608833,,,,,,f,,{},participant,32b95582a3792d0aaa1869534ac28dfb,mturk,77,379J5II41Q4KBV3BZVUMA9SHHSNLEG,77:379J5II41Q4KBV3BZVUMA9SHHSNLEG,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:18:47.377141,1,0.04,approved
74,2019-09-27 19:45:32.453755,,,,,,f,,{},participant,612202fa7be4a629286747f6bbf5db04,mturk,74,3B3WTRP3DDQXFDQMHEWV3ZSXKWN297,74:3B3WTRP3DDQXFDQMHEWV3ZSXKWN297,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:51:11.089542,1,0.03,did_not_attend
75,2019-09-27 20:00:29.170391,,,,,,f,,{},participant,0cff50058097ceb3d762587e0cbf02ec,mturk,75,3ND9UOO81MQESVP2KVOSWFZHOX3WLK,75:3ND9UOO81MQESVP2KVOSWFZHOX3WLK,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:08:22.865292,1,0.13,approved
78,2019-09-27 20:16:35.422624,,,,,,f,,{},participant,38693fe5d6616bad7e9a9bbb4c52cd21,mturk,78,3XIQGXAUMEWU2A5QQ6J4FTVN2FD7XO,78:3XIQGXAUMEWU2A5QQ6J4FTVN2FD7XO,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:24:02.651169,,,returned
79,2019-09-27 20:19:07.381533,,,,,,f,,{},participant,148936de5a591b1be312269a1609e959,mturk,79,3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,79:3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:19:28.49139,,,returned
80,2019-09-27 20:22:42.56687,,,,,,f,,{},participant,c0465cc2f19e9a66da8dbffda964bdba,mturk,80,3GDTJDAPVWZN8CB5M491ICBK6V0M87,80:3GDTJDAPVWZN8CB5M491ICBK6V0M87,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:24:31.210679,,,returned
